age,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
36,False,Travel_Frequently,Sales,3,4,Medical,481,1,Male,2,3,Sales Executive,4,Unknown,9699.0,7246,4,False,11,3,1,16,2,3,13,9,1,12.0
57,False,Travel_Rarely,Research & Development,1,4,Medical,482,4,Male,3,2,Healthcare Representative,3,Married,6755.0,2967,2,False,11,3,3,15,2,3,3,2,1,2.0
40,False,Travel_Rarely,Research & Development,10,4,Life Sciences,483,4,Female,4,1,Laboratory Technician,3,Unknown,2213.0,22495,3,False,13,3,3,10,3,3,7,7,1,7.0
21,False,Non_Travel,Sales,9,2,Medical,484,1,Male,3,1,Sales Representative,4,Single,2610.0,2851,1,False,24,4,3,3,3,2,3,2,2,2.0
37,False,Travel_Rarely,Research & Development,10,3,Medical,486,3,Female,3,1,Laboratory Technician,1,Married,3452.0,17663,6,False,20,4,2,17,3,3,5,4,0,3.0
46,False,Non_Travel,Research & Development,7,4,Unknown,487,3,Female,3,2,Manufacturing Director,3,Married,5258.0,16044,2,False,14,3,3,7,2,4,1,0,0,0.0
50,False,Travel_Rarely,Research & Development,10,3,Technical Degree,491,4,Male,2,3,Healthcare Representative,4,Single,10496.0,2755,6,False,15,3,4,20,2,3,4,3,1,3.0
31,False,Travel_Rarely,Research & Development,9,4,Life Sciences,493,3,Male,2,1,Research Scientist,2,Single,2657.0,7551,0,True,16,3,4,3,5,3,2,2,2,2.0
29,False,Travel_Rarely,Research & Development,23,3,Life Sciences,495,4,Male,3,1,Research Scientist,4,Single,2201.0,18168,9,False,16,3,4,6,4,3,3,2,1,2.0
35,False,Travel_Rarely,Research & Development,9,4,Life Sciences,496,3,Male,2,2,Healthcare Representative,2,Single,6540.0,19394,9,False,19,3,3,10,5,3,1,1,0,0.0
27,False,Travel_Rarely,Research & Development,1,2,Medical,497,4,Male,3,1,Laboratory Technician,2,Divorced,3816.0,17881,1,False,11,3,2,5,2,3,5,2,0,4.0
28,False,Travel_Rarely,Sales,9,4,Life Sciences,498,2,Male,3,2,Sales Executive,4,Single,5253.0,20750,1,False,16,3,4,7,1,3,7,5,0,7.0
49,False,Travel_Rarely,Research & Development,7,3,Other,499,2,Male,2,3,Healthcare Representative,3,Single,10965.0,12066,8,False,24,4,3,26,2,3,5,2,0,0.0
51,False,Travel_Rarely,Sales,14,2,Life Sciences,500,3,Female,3,2,Sales Executive,4,Married,4936.0,14862,4,False,11,3,3,18,2,2,7,7,0,3.0
36,False,Travel_Rarely,Research & Development,2,3,Life Sciences,501,4,Female,3,1,Research Scientist,3,Married,2543.0,11868,4,False,13,3,2,6,3,3,2,2,2,2.0
55,False,Travel_Rarely,Research & Development,2,3,Life Sciences,505,3,Female,3,4,Manager,4,Single,16659.0,23258,2,True,13,3,3,30,2,3,5,4,1,3.0
24,False,Travel_Rarely,Sales,10,4,Marketing,507,4,Female,3,2,Sales Executive,3,Divorced,4260.0,5915,1,True,12,3,4,5,2,4,5,2,0,3.0
30,False,Travel_Rarely,Sales,2,1,Technical Degree,508,3,Male,3,1,Sales Representative,2,Married,2476.0,17434,1,False,18,3,1,1,3,3,1,0,0,0.0
22,False,Travel_Rarely,Research & Development,11,3,Medical,511,1,Female,3,1,Research Scientist,2,Married,2244.0,24440,1,False,13,3,4,2,1,3,2,1,1,2.0
36,False,Travel_Rarely,Sales,2,2,Medical,513,2,Male,2,3,Sales Executive,3,Married,7596.0,3809,1,False,13,3,2,10,2,3,10,9,9,3.0
37,False,Travel_Rarely,Research & Development,14,3,Life Sciences,515,4,Female,3,1,Laboratory Technician,1,Divorced,3034.0,26914,1,False,12,3,3,18,2,2,18,7,12,17.0
40,False,Travel_Rarely,Sales,2,2,Marketing,516,4,Female,3,2,Sales Executive,2,Divorced,5715.0,22553,7,False,12,3,3,8,5,3,5,4,1,3.0
42,False,Travel_Rarely,Research & Development,1,4,Life Sciences,517,2,Female,3,1,Laboratory Technician,1,Divorced,2576.0,20490,3,False,16,3,2,8,5,3,5,2,1,2.0
37,False,Travel_Rarely,Research & Development,10,4,Life Sciences,518,3,Male,3,2,Manufacturing Director,2,Single,4197.0,21123,2,True,12,3,4,18,2,2,1,0,0,1.0
43,False,Travel_Rarely,Research & Development,12,3,Life Sciences,520,1,Male,2,4,Research Director,2,Divorced,14336.0,4345,1,False,11,3,3,25,3,3,25,10,3,3.0
40,False,Travel_Rarely,Research & Development,2,3,Medical,521,2,Female,2,2,Laboratory Technician,3,Married,3448.0,13436,6,False,22,4,2,20,3,3,1,0,0,0.0
54,False,Travel_Rarely,Research & Development,5,2,Medical,522,1,Male,3,5,Research Director,1,Married,19406.0,8509,4,False,11,3,3,24,4,2,4,2,1,2.0
34,False,Non_Travel,Sales,4,4,Marketing,523,3,Female,3,2,Sales Executive,3,Married,6538.0,12740,9,False,15,3,1,6,3,3,3,2,1,2.0
31,False,Travel_Rarely,Research & Development,7,2,Medical,524,2,Female,3,2,Manufacturing Director,1,Married,4306.0,4156,1,False,12,3,2,13,5,1,13,10,3,12.0
43,False,Travel_Frequently,Research & Development,21,3,Medical,525,4,Male,3,1,Laboratory Technician,4,Married,2258.0,15238,7,False,20,4,1,8,1,3,3,2,1,2.0
43,False,Travel_Rarely,Research & Development,8,4,Other,526,3,Female,3,2,Healthcare Representative,3,Divorced,4522.0,2227,4,True,14,3,4,8,3,3,5,2,0,2.0
37,False,Travel_Rarely,Sales,4,2,Life Sciences,527,2,Female,2,2,Sales Executive,4,Single,4487.0,12090,1,True,11,3,2,5,3,3,5,4,1,3.0
37,False,Non_Travel,Research & Development,25,5,Medical,529,2,Female,3,2,Research Scientist,3,Married,4449.0,23866,3,True,15,3,1,15,2,3,13,11,10,7.0
31,False,Travel_Rarely,Research & Development,1,2,Life Sciences,530,4,Male,2,1,Laboratory Technician,1,Married,2218.0,16193,1,False,12,3,3,4,3,3,4,2,3,2.0
39,False,Travel_Frequently,Research & Development,1,1,Life Sciences,531,2,Male,3,5,Manager,3,Unknown,19197.0,8213,1,True,14,3,3,21,3,3,21,8,1,6.0
56,False,Travel_Frequently,Sales,6,3,Life Sciences,532,3,Female,4,4,Sales Executive,1,Married,13212.0,18256,9,False,11,3,4,36,0,2,7,7,7,3.0
30,False,Travel_Rarely,Sales,12,3,Technical Degree,533,2,Female,3,2,Sales Executive,3,Single,6577.0,19558,0,False,11,3,2,6,6,3,5,4,4,4.0
41,False,Travel_Rarely,Sales,1,3,Marketing,534,2,Male,4,3,Sales Executive,1,Married,8392.0,19566,1,False,16,3,3,10,2,3,10,7,0,7.0
28,False,Travel_Rarely,Research & Development,17,2,Medical,536,3,Male,3,2,Laboratory Technician,1,Divorced,4558.0,13535,1,False,12,3,4,10,2,3,10,0,1,8.0
52,False,Travel_Rarely,Research & Development,3,3,Medical,543,4,Male,2,3,Manufacturing Director,3,Unknown,7969.0,19609,2,True,14,3,3,28,4,3,5,4,0,4.0
45,False,Travel_Rarely,Research & Development,10,2,Life Sciences,544,1,Male,3,1,Research Scientist,4,Married,2654.0,9655,3,False,21,4,4,8,3,2,2,2,0,2.0
52,False,Travel_Rarely,Research & Development,4,2,Unknown,546,4,Female,3,4,Manager,4,Married,16555.0,10310,2,False,13,3,4,31,2,1,5,2,1,4.0
42,False,Travel_Frequently,Research & Development,29,2,Life Sciences,547,1,Female,3,2,Research Scientist,3,Divorced,4556.0,12932,2,False,11,3,2,19,3,3,5,4,0,2.0
30,False,Travel_Rarely,Research & Development,2,3,Life Sciences,548,3,Female,1,2,Manufacturing Director,4,Single,6091.0,24793,2,False,20,4,3,11,2,3,5,4,0,2.0
60,False,Travel_Rarely,Research & Development,7,3,Life Sciences,549,1,Female,3,5,Manager,1,Married,19566.0,3854,5,False,11,3,4,33,5,1,29,8,11,10.0
46,False,Travel_Rarely,Research & Development,18,3,Medical,550,3,Female,3,2,Manufacturing Director,3,Divorced,4810.0,26314,2,False,14,3,3,19,5,2,10,7,0,8.0
42,False,Travel_Frequently,Research & Development,28,4,Technical Degree,551,4,Female,2,2,Healthcare Representative,3,Married,4523.0,4386,0,False,11,3,4,7,4,4,6,5,0,4.0
38,False,Travel_Frequently,Research & Development,2,2,Life Sciences,556,4,Male,3,1,Laboratory Technician,4,Married,1702.0,12106,1,True,23,4,3,1,3,3,1,0,0,0.0
40,False,Travel_Rarely,Sales,2,4,Life Sciences,558,3,Female,3,5,Manager,3,Married,18041.0,13022,0,False,14,3,4,21,2,3,20,15,1,3.0
26,False,Travel_Rarely,Research & Development,23,3,Life Sciences,560,1,Female,3,1,Research Scientist,4,Divorced,2886.0,3032,1,False,22,4,2,3,3,1,3,2,0,2.0
30,False,Non_Travel,Research & Development,3,3,Unknown,562,3,Male,3,1,Laboratory Technician,4,Married,2097.0,16734,4,False,15,3,3,9,3,1,5,3,1,4.0
29,False,Travel_Rarely,Research & Development,3,4,Medical,564,2,Male,2,3,Research Director,3,Married,11935.0,21526,1,False,18,3,3,10,2,3,10,2,0,7.0
30,False,Non_Travel,Sales,22,4,Other,567,3,Female,3,3,Sales Executive,1,Married,8412.0,2890,0,False,11,3,3,10,3,3,9,8,7,8.0
57,False,Travel_Rarely,Sales,29,3,Marketing,568,1,Male,2,4,Manager,4,Divorced,14118.0,22102,3,False,12,3,3,32,3,2,1,0,0,3.0
50,False,Travel_Rarely,Research & Development,29,4,Life Sciences,569,2,Male,2,4,Manager,3,Married,17046.0,9314,0,False,15,3,2,28,2,3,27,10,15,7.0
30,False,Non_Travel,Research & Development,2,3,Medical,571,3,Female,3,1,Laboratory Technician,4,Single,2564.0,7181,0,False,14,3,3,12,2,2,11,7,6,7.0
60,False,Travel_Frequently,Sales,28,3,Unknown,573,3,Female,2,3,Sales Executive,1,Married,10266.0,2845,4,False,19,3,4,22,5,4,18,13,13,11.0
47,False,Travel_Rarely,Research & Development,2,2,Medical,574,1,Female,3,2,Manufacturing Director,4,Divorced,5070.0,7389,5,False,13,3,3,20,2,3,5,0,0,4.0
46,False,Travel_Rarely,Research & Development,2,3,Life Sciences,575,1,Male,3,4,Research Director,3,Married,17861.0,2288,6,False,13,3,3,26,2,1,3,2,0,1.0
35,False,Travel_Rarely,Research & Development,22,3,Life Sciences,577,4,Male,1,1,Laboratory Technician,3,Single,4230.0,19225,0,False,15,3,3,6,2,3,5,4,4,3.0
54,False,Travel_Rarely,Research & Development,8,4,Life Sciences,578,3,Female,3,2,Laboratory Technician,3,Single,3780.0,23428,7,False,11,3,3,19,3,3,1,0,0,0.0
34,False,Travel_Rarely,Research & Development,2,4,Life Sciences,579,4,Male,2,1,Research Scientist,3,Divorced,2768.0,8416,3,False,12,3,3,14,3,3,7,3,5,7.0
46,False,Travel_Rarely,Sales,10,3,Marketing,580,3,Female,2,3,Sales Executive,4,Married,9071.0,11563,2,True,19,3,3,15,3,3,3,2,1,2.0
31,False,Travel_Rarely,Research & Development,9,1,Life Sciences,581,3,Male,3,3,Manufacturing Director,2,Divorced,10648.0,14394,1,False,25,4,4,13,6,4,13,8,0,8.0
30,False,Travel_Rarely,Sales,7,1,Marketing,585,4,Male,3,1,Sales Representative,2,Single,2983.0,18398,0,False,14,3,1,4,3,3,3,2,1,2.0
35,False,Travel_Rarely,Research & Development,16,3,Life Sciences,586,4,Male,3,3,Healthcare Representative,3,Married,7632.0,14295,4,True,12,3,3,10,3,3,8,7,0,0.0
42,False,Travel_Rarely,Research & Development,5,2,Other,591,2,Male,3,1,Laboratory Technician,3,Married,2093.0,9260,4,False,17,3,4,8,4,3,2,2,2,0.0
36,False,Non_Travel,Sales,10,4,Medical,592,2,Male,3,3,Sales Executive,4,Single,9980.0,15318,1,False,14,3,4,10,3,2,10,3,9,7.0
48,False,Travel_Rarely,Sales,2,5,Marketing,595,2,Female,3,2,Sales Executive,4,Married,4051.0,19658,2,False,14,3,1,14,3,3,9,7,6,7.0
55,False,Travel_Rarely,Sales,18,5,Life Sciences,597,1,Female,3,4,Manager,2,Single,16835.0,9873,3,False,23,4,4,37,2,3,10,9,7,7.0
41,False,Travel_Rarely,Sales,10,2,Unknown,599,4,Male,3,2,Sales Executive,4,Unknown,6230.0,13430,7,False,14,3,4,16,3,3,14,3,1,10.0
35,False,Travel_Rarely,Sales,1,3,Marketing,600,2,Male,3,2,Sales Executive,3,Married,4717.0,18659,9,False,11,3,3,15,2,3,11,9,6,9.0
40,False,Travel_Rarely,Research & Development,6,3,Life Sciences,601,2,Female,3,4,Manufacturing Director,3,Single,13237.0,20364,7,False,15,3,3,22,3,3,20,6,5,13.0
39,False,Travel_Frequently,Research & Development,8,1,Life Sciences,602,3,Female,3,1,Laboratory Technician,3,Married,3755.0,17872,1,False,11,3,1,8,3,3,8,3,0,7.0
31,False,Travel_Rarely,Sales,2,1,Life Sciences,604,2,Male,3,2,Sales Executive,4,Single,6582.0,8346,4,True,13,3,3,10,2,4,6,5,0,3.0
42,False,Travel_Rarely,Research & Development,24,3,Medical,605,4,Male,3,3,Manufacturing Director,1,Married,7406.0,6950,1,True,21,4,4,10,5,2,10,9,5,8.0
45,False,Travel_Rarely,Sales,2,3,Other,606,4,Male,3,2,Sales Executive,2,Unknown,4805.0,16177,0,False,19,3,2,9,3,4,8,7,3,7.0
29,False,Travel_Rarely,Research & Development,19,3,Technical Degree,611,4,Male,3,2,Manufacturing Director,4,Divorced,4262.0,22645,4,False,12,3,2,8,2,4,3,2,1,3.0
33,False,Travel_Rarely,Research & Development,1,5,Medical,612,1,Female,4,4,Research Director,3,Divorced,16184.0,22578,4,False,19,3,3,10,2,3,6,1,0,5.0
31,False,Travel_Rarely,Sales,7,3,Life Sciences,613,3,Male,2,3,Manager,4,Divorced,11557.0,25291,9,False,21,4,3,10,3,2,5,4,0,1.0
40,False,Non_Travel,Sales,28,3,Other,615,3,Male,1,3,Sales Executive,1,Divorced,10932.0,11373,3,False,15,3,3,20,2,3,1,0,0,1.0
41,False,Non_Travel,Research & Development,2,4,Other,616,1,Female,2,2,Healthcare Representative,3,Unknown,6811.0,2112,2,True,17,3,1,10,3,3,8,7,0,3.0
26,False,Travel_Rarely,Sales,29,2,Medical,618,1,Male,3,2,Sales Executive,3,Divorced,4306.0,4267,5,False,12,3,1,8,5,3,0,0,0,0.0
35,False,Travel_Rarely,Sales,1,3,Medical,620,1,Female,3,2,Sales Executive,3,Single,4859.0,6698,1,False,16,3,4,5,3,3,5,4,0,3.0
34,False,Travel_Rarely,Sales,21,4,Life Sciences,621,4,Male,4,2,Sales Executive,4,Single,5337.0,19921,1,False,12,3,4,10,3,3,10,7,5,7.0
37,False,Travel_Rarely,Research & Development,1,3,Technical Degree,623,2,Female,3,3,Manufacturing Director,4,Single,7491.0,23848,4,False,17,3,4,12,3,4,6,5,1,2.0
46,False,Travel_Frequently,Research & Development,18,1,Medical,624,1,Female,3,3,Healthcare Representative,3,Married,10527.0,8984,5,False,11,3,4,28,3,2,2,2,1,2.0
41,False,Travel_Rarely,Sales,2,5,Life Sciences,625,2,Female,3,4,Manager,1,Married,16595.0,5626,7,False,16,3,2,22,2,3,18,16,11,8.0
37,False,Non_Travel,Sales,9,4,Medical,626,1,Male,3,3,Sales Executive,2,Divorced,8834.0,24666,1,False,13,3,4,9,6,3,9,5,7,7.0
52,False,Travel_Rarely,Research & Development,6,2,Technical Degree,630,4,Male,3,2,Research Scientist,1,Divorced,5577.0,22087,3,True,12,3,2,18,3,3,10,9,6,9.0
24,False,Travel_Frequently,Sales,24,3,Medical,632,4,Male,3,1,Sales Representative,4,Married,2400.0,5530,0,False,13,3,3,3,3,3,2,2,2,1.0
38,False,Travel_Rarely,Research & Development,10,3,Medical,634,3,Female,3,2,Healthcare Representative,3,Married,9824.0,22174,3,False,19,3,3,18,4,3,1,0,0,0.0
37,False,Travel_Rarely,Research & Development,1,4,Life Sciences,635,2,Female,3,2,Manufacturing Director,2,Married,6447.0,15701,6,False,12,3,2,8,2,2,6,5,4,3.0
49,False,Travel_Rarely,Research & Development,18,4,Life Sciences,638,4,Male,2,5,Research Director,3,Divorced,19502.0,2125,1,True,17,3,3,31,5,3,31,9,0,9.0
24,False,Travel_Rarely,Research & Development,23,3,Medical,639,2,Male,4,1,Research Scientist,4,Married,2725.0,21630,1,True,11,3,2,6,3,3,6,5,1,4.0
26,False,Travel_Rarely,Sales,28,2,Marketing,641,1,Male,3,2,Sales Executive,2,Married,6272.0,7428,1,False,20,4,4,6,5,4,5,3,1,4.0
37,False,Travel_Rarely,Research & Development,17,2,Other,643,4,Male,2,1,Laboratory Technician,2,Married,2127.0,9100,1,False,21,4,4,1,3,3,1,0,0,0.0
50,False,Travel_Frequently,Human Resources,3,3,Medical,644,1,Male,3,5,Manager,2,Married,18200.0,7999,1,False,11,3,3,32,3,3,32,5,10,7.0
25,False,Travel_Rarely,Sales,13,1,Medical,645,2,Male,3,1,Sales Representative,3,Married,2096.0,26376,1,False,11,3,3,7,1,3,7,4,0,6.0
34,False,Travel_Rarely,Research & Development,1,2,Life Sciences,649,2,Male,2,1,Research Scientist,4,Married,3622.0,22794,1,True,13,3,4,6,3,3,6,5,1,3.0
35,False,Travel_Rarely,Research & Development,25,2,Other,652,1,Male,2,2,Laboratory Technician,4,Single,3681.0,14004,4,False,14,3,4,9,3,3,3,2,0,2.0
31,False,Travel_Rarely,Sales,6,4,Medical,653,1,Male,4,2,Sales Executive,4,Divorced,5460.0,6219,4,False,22,4,4,13,4,4,7,7,5,7.0
27,False,Travel_Rarely,Research & Development,6,4,Medical,655,1,Female,2,1,Research Scientist,3,Divorced,2187.0,5013,0,False,12,3,3,6,5,2,5,3,0,3.0
37,False,Travel_Rarely,Sales,2,3,Marketing,656,4,Male,3,2,Sales Executive,3,Married,9602.0,3010,4,True,11,3,3,17,3,2,3,0,1,0.0
20,False,Travel_Rarely,Research & Development,1,3,Life Sciences,657,4,Female,2,1,Research Scientist,2,Single,2836.0,11757,1,False,13,3,4,1,0,4,1,0,0,0.0
42,False,Travel_Rarely,Research & Development,2,4,Life Sciences,659,3,Female,3,2,Healthcare Representative,4,Married,4089.0,5718,1,False,13,3,2,10,4,3,10,2,2,2.0
43,False,Travel_Rarely,Research & Development,6,4,Unknown,661,2,Male,2,4,Research Director,4,Divorced,16627.0,2671,4,True,14,3,3,21,3,2,1,0,0,0.0
38,False,Travel_Rarely,Research & Development,1,1,Life Sciences,662,3,Female,3,1,Research Scientist,1,Unknown,2619.0,14561,3,False,17,3,4,8,3,2,0,0,0,0.0
43,False,Travel_Frequently,Research & Development,9,5,Medical,663,4,Male,3,2,Laboratory Technician,3,Divorced,5679.0,19627,3,True,13,3,2,10,3,3,8,7,4,7.0
48,False,Travel_Rarely,Research & Development,1,4,Life Sciences,664,4,Female,2,4,Manager,1,Married,15402.0,17997,7,False,11,3,1,21,3,1,3,2,0,2.0
44,False,Travel_Rarely,Human Resources,1,4,Life Sciences,665,1,Female,2,2,Human Resources,3,Single,5985.0,26894,4,False,11,3,2,10,1,4,2,2,0,2.0
34,False,Travel_Rarely,Sales,14,3,Technical Degree,666,3,Female,3,1,Sales Representative,3,Divorced,2579.0,2912,1,True,18,3,4,8,3,3,8,2,0,6.0
21,False,Travel_Rarely,Sales,22,1,Technical Degree,669,3,Male,3,1,Sales Representative,3,Single,3447.0,24444,1,False,11,3,3,3,2,3,3,2,1,2.0
44,False,Travel_Rarely,Research & Development,3,4,Other,671,4,Male,3,5,Manager,4,Married,19513.0,9358,4,True,12,3,1,26,2,4,2,2,0,1.0
22,False,Travel_Rarely,Research & Development,6,1,Medical,675,1,Male,3,1,Research Scientist,3,Unknown,2773.0,12145,0,False,20,4,4,3,3,3,2,2,2,2.0
33,False,Travel_Rarely,Sales,8,4,Marketing,677,3,Male,3,2,Sales Executive,3,Unknown,7104.0,20431,0,False,12,3,4,6,3,3,5,0,1,2.0
32,False,Travel_Rarely,Research & Development,9,4,Life Sciences,679,1,Female,3,2,Research Scientist,4,Married,6322.0,18089,1,True,12,3,4,6,2,2,6,4,0,5.0
30,False,Travel_Frequently,Research & Development,3,3,Medical,680,3,Female,3,1,Research Scientist,3,Divorced,2083.0,22653,1,False,20,4,3,1,2,3,1,0,0,0.0
53,False,Travel_Rarely,Sales,1,1,Medical,682,4,Female,3,2,Sales Executive,1,Single,8381.0,7507,7,False,20,4,4,18,2,4,14,7,8,10.0
34,False,Travel_Rarely,Research & Development,1,5,Life Sciences,683,2,Male,3,1,Research Scientist,4,Married,2691.0,7660,1,False,12,3,4,10,3,2,10,9,8,8.0
26,False,Travel_Rarely,Research & Development,6,3,Life Sciences,686,3,Female,3,1,Laboratory Technician,4,Married,2659.0,17759,1,True,13,3,3,3,2,3,3,2,0,2.0
37,False,Travel_Rarely,Research & Development,3,3,Other,689,3,Male,3,3,Manufacturing Director,3,Married,9434.0,9606,1,False,15,3,3,10,2,3,10,7,7,8.0
29,False,Travel_Rarely,Sales,3,2,Medical,690,2,Female,3,2,Sales Executive,3,Married,5561.0,3487,1,False,14,3,1,6,5,2,6,0,1,2.0
35,False,Travel_Rarely,Research & Development,6,4,Life Sciences,691,2,Male,1,2,Research Scientist,4,Single,6646.0,19368,1,False,13,3,2,17,3,3,17,11,11,8.0
33,False,Travel_Frequently,Research & Development,6,3,Life Sciences,692,3,Male,3,2,Healthcare Representative,4,Divorced,7725.0,5335,3,False,23,4,3,15,2,1,13,11,4,7.0
37,False,Travel_Rarely,Human Resources,19,4,Medical,698,3,Male,3,3,Human Resources,2,Married,10725.0,6729,2,False,15,3,3,16,1,4,9,7,7,1.0
36,False,Travel_Rarely,Research & Development,9,2,Medical,699,2,Male,2,2,Manufacturing Director,2,Divorced,8847.0,13934,2,True,11,3,3,13,2,3,3,2,0,2.0
27,False,Travel_Rarely,Research & Development,3,4,Medical,700,1,Male,2,1,Research Scientist,4,Single,2045.0,15174,0,False,13,3,4,5,0,3,4,2,1,1.0
35,False,Non_Travel,Research & Development,3,3,Life Sciences,704,3,Male,2,1,Laboratory Technician,3,Married,1281.0,16900,1,False,18,3,3,1,3,3,1,0,0,0.0
23,False,Travel_Rarely,Research & Development,4,3,Medical,705,1,Male,4,1,Research Scientist,1,Married,2819.0,8544,2,False,16,3,1,5,3,4,3,2,0,2.0
25,False,Travel_Rarely,Sales,8,3,Life Sciences,707,4,Male,4,2,Sales Executive,2,Unknown,4851.0,15678,0,False,22,4,3,4,4,3,3,2,1,2.0
38,False,Travel_Rarely,Sales,7,4,Marketing,709,4,Female,2,2,Sales Executive,4,Single,4028.0,7791,0,False,20,4,1,8,2,3,7,7,0,5.0
29,False,Travel_Frequently,Research & Development,1,4,Life Sciences,710,2,Male,1,1,Research Scientist,4,Divorced,2720.0,18959,1,False,18,3,4,10,5,3,10,7,2,8.0
48,False,Travel_Rarely,Sales,2,1,Marketing,712,2,Male,4,2,Sales Executive,2,Married,8120.0,18597,3,False,12,3,4,12,3,3,2,2,2,2.0
27,False,Travel_Frequently,Sales,3,1,Medical,714,4,Female,4,2,Sales Executive,4,Divorced,4647.0,16673,1,True,20,4,2,6,3,3,6,5,0,4.0
37,False,Travel_Rarely,Research & Development,10,2,Life Sciences,715,4,Male,4,1,Research Scientist,4,Single,4680.0,15232,3,False,17,3,1,4,2,3,1,0,0,0.0
50,False,Travel_Rarely,Research & Development,28,1,Medical,716,4,Male,4,1,Laboratory Technician,3,Married,3221.0,3297,1,True,11,3,3,20,3,3,20,8,3,3.0
34,False,Travel_Rarely,Research & Development,9,3,Medical,717,4,Female,2,3,Healthcare Representative,2,Single,8621.0,17654,1,False,14,3,2,9,3,4,8,7,7,7.0
37,False,Travel_Rarely,Research & Development,2,4,Technical Degree,721,4,Female,2,2,Healthcare Representative,3,Single,4553.0,20978,1,False,11,3,1,20,4,3,20,7,11,10.0
37,False,Travel_Rarely,Sales,10,3,Marketing,722,4,Male,3,2,Sales Executive,4,Single,5396.0,21703,1,False,12,3,4,10,2,2,10,7,0,8.0
38,False,Travel_Rarely,Research & Development,1,4,Life Sciences,724,2,Female,4,2,Healthcare Representative,4,Single,7625.0,19383,0,False,13,3,3,10,3,2,9,7,1,3.0
27,False,Travel_Rarely,Research & Development,1,2,Life Sciences,725,3,Female,3,3,Manufacturing Director,1,Married,7412.0,6009,1,False,11,3,4,9,3,3,9,7,0,3.0
32,False,Travel_Rarely,Research & Development,3,2,Life Sciences,727,3,Female,3,3,Research Director,4,Single,11159.0,19373,3,False,15,3,4,10,6,3,7,7,7,7.0
47,False,Travel_Rarely,Sales,14,4,Marketing,728,4,Male,3,2,Sales Executive,1,Single,4960.0,11825,2,False,12,3,4,20,2,3,7,7,1,7.0
40,False,Travel_Frequently,Sales,5,4,Life Sciences,729,4,Male,2,3,Sales Executive,1,Married,10475.0,23772,5,False,21,4,3,20,2,3,18,13,1,3.0
53,False,Travel_Rarely,Research & Development,7,3,Life Sciences,730,3,Male,4,4,Research Director,3,Married,14814.0,13514,3,False,19,3,3,32,3,3,5,1,1,3.0
37,False,Travel_Rarely,Human Resources,10,4,Human Resources,731,2,Male,2,5,Manager,4,Divorced,19141.0,8861,3,False,15,3,2,23,2,2,21,6,12,6.0
60,False,Travel_Rarely,Sales,16,4,Marketing,732,1,Male,3,2,Sales Executive,1,Single,5405.0,11924,8,False,14,3,4,10,3,3,2,2,2,2.0
27,False,Travel_Frequently,Research & Development,10,2,Life Sciences,733,4,Male,3,3,Manufacturing Director,1,Divorced,8793.0,4809,1,False,21,4,3,9,4,2,9,7,1,7.0
41,False,Travel_Rarely,Human Resources,1,3,Human Resources,734,4,Male,2,5,Manager,3,Married,19189.0,19562,1,False,12,3,2,22,3,3,22,7,2,10.0
50,False,Travel_Rarely,Sales,8,4,Marketing,738,4,Male,3,1,Sales Representative,2,Married,3875.0,9983,7,False,15,3,4,4,2,3,2,2,2,2.0
36,False,Non_Travel,Research & Development,8,3,Life Sciences,742,1,Female,4,3,Research Director,1,Married,11713.0,20335,9,False,14,3,1,10,2,3,8,7,0,5.0
37,False,Travel_Rarely,Research & Development,1,3,Life Sciences,743,3,Female,3,3,Manufacturing Director,3,Single,7861.0,15397,4,False,14,3,4,10,4,4,1,0,0,0.0
44,False,Non_Travel,Research & Development,24,3,Medical,744,1,Male,1,1,Laboratory Technician,3,Single,3708.0,2104,2,False,14,3,3,9,3,3,5,2,1,4.0
47,False,Travel_Frequently,Sales,3,3,Medical,746,4,Female,3,4,Sales Executive,3,Divorced,13770.0,10225,9,True,12,3,4,28,2,2,22,2,11,13.0
30,False,Travel_Rarely,Sales,27,5,Marketing,747,3,Male,3,2,Sales Executive,4,Divorced,5304.0,25275,7,False,23,4,4,10,2,2,8,7,7,7.0
29,False,Travel_Rarely,Sales,10,3,Life Sciences,749,3,Male,3,1,Sales Representative,3,Single,2642.0,2755,1,False,11,3,3,1,6,3,1,0,0,0.0
43,False,Travel_Frequently,Sales,15,3,Life Sciences,754,4,Male,2,2,Sales Executive,3,Married,6804.0,23683,3,False,18,3,3,7,5,3,2,2,2,2.0
34,False,Travel_Rarely,Research & Development,8,2,Medical,757,2,Female,3,2,Healthcare Representative,3,Single,6142.0,7360,3,False,11,3,4,10,2,3,5,1,4,3.0
23,False,Travel_Rarely,Research & Development,9,1,Medical,758,2,Male,3,1,Laboratory Technician,1,Married,2500.0,4344,1,False,14,3,4,5,2,4,4,3,0,2.0
39,False,Travel_Rarely,Human Resources,3,3,Human Resources,760,3,Female,4,2,Human Resources,2,Married,6389.0,18767,9,False,15,3,3,12,3,1,8,3,3,6.0
